code,"Description"
671101,"Installs, tests, connects, commissions, maintains and modifies electrical equipment, wiring and control systems."
671102,"Inspects electrical installations to ensure compliance with relevant standards and regulations."
6712,"Electrical mechanics and fitters fit, adjust, install and repair electrical machinery and other electrical apparatus and equipment in buildings, factories, workshops, or other places."
671202,"Installs, maintains, troubleshoots and repairs stationary industrial machinery and electromechanical equipment."
671203,"Repairs and maintains integrated industrial systems based on mechanical, electrical, electronic and information technology and advanced technology components."
671204,"Designs, installs, maintains, services and repairs electric and hydraulic passenger and freight lifts, escalators, moving walkways and other lift equipment."
671205,"Designs, installs, maintains, services and repairs military weapon systems and related equipment."
671206,"Services and repairs electrical equipment and household appliances."
671207,"Winds coils for electric motors and transformers."
671208,"Installs, maintains and repairs electrical wiring and electronic components in motorised vehicles."
6713,"Electrical line installers and repairers install, repair and join electrical transmission and supply cables and related equipment."
671301,"Installs, maintains, repairs and patrols electrical sub-transmission and distribution systems."
671302,"Joins insulated electric power cables installed in underground conduits and trenches and prepares cable terminations for connection to electrical equipment and overhead lines."
672,"Electronics and telecommunications installers and repairers fit, maintain, adjust and repair electronic equipment such as commercial and office machines and electronic instruments and control systems and install, repair and maintain telecommunications equipment, data transmission equipment, cables, antennae and repair, fit and maintain computers."
6721,"Electronics mechanics and servicers fit, maintain, adjust and repair electronic equipment such as commercial and office machines and electronic instruments and control systems."
672101,"Inspects, tests, aligns, repairs and installs aircraft electrical and avionic system components."
672102,"Inspects, tests, aligns, repairs and installs aircraft electrical and avionic system components."
672103,"Maintains, adjusts and repairs computers, photocopiers, fax machines, cash registers and other electronic commercial and office machines."
672104,"Maintains, adjusts and repairs radio and television receivers, and related audio and visual reproduction equipment such as video cameras, digital versatile disc players, compact disc players and video cassette recorders."
672105,"Installs, modifies, maintains and repairs electronic instruments and control systems."
672107,"Services and repairs intricate and complex electrical and electronic circuitry."
672108,"Installs, tests, repairs and maintains radar and radio equipment."
6722,"Information and communications technology (ICT) installers and servicers and related occupations install, repair and maintain telecommunications equipment, data transmission equipment, cables, antennae and conduits, and operate telecommunications equipment and data transmission equipment and repair, fit and maintain computers."
672201,"Installs internal telecommunications and data cabling, equipment and peripherals for computer networks, telephony, cable television and monitored security and fire alarms."
672202,"Joints, terminates and repairs copper and fibre optic telecommunications cables installed in underground pipes, trenches and overhead systems."
672203,"Supports and maintains computer systems and peripherals by installing, configuring, testing, troubleshooting, and repairing hardware."
672204,"Installs, maintains and repairs external telecommunication equipment, including aerial lines, conduits and underground cables, radio and mobile phone antennae, and limited items of terminal equipment."
672205,"Installs, maintains and repairs telecommunications equipment and appliances such as telephones, mobile telephones, switchboards and data transmission equipment, in homes, businesses, telephone exchanges and other network sites."
672206,"Transmits and receives radio messages by use of morse code, voice and radio teletype."
68,"The work is carried out by hand and by hand-powered and other tools which are used to reduce the amount of physical effort and time required for specific tasks, as well as to improve the quality of the products, The tasks call for an understanding of the work organisation, the materials and tools used, and the nature and purpose of the final product."
681,"Food processing and related trades workers slaughter animals, treat and prepare them and related food items for human and animal consumptions, make various kinds of bread, cakes and other flour products, process and preserve fruit, vegetables and related foods, taste and grade various food products and beverages, or prepare tobacco and make tobacco products."
6811,"Butchers, fishmongers and related food preparers slaughter animals, clean, cut and dress meat and fish, remove bones and prepare related food items or preserve meat, fish and other foods and food products by drying, salting for smoking."
681101,"Slaughters livestock in abattoirs."
681102,"Prepares slaughtered livestock for further processing in abattoirs."
681103,"Selects, cuts, trims, prepares and arranges fresh meat for sale or supply; or manages the processes in the production of fresh meat products."
681104,"Scales, cleans, fillets, cuts, shells, grades and packages fish and shellfish."
681105,"Stuns and kills, dresses, trims, cuts into portions, bones, fillets, weighs, grades and packages poultry."
6812,"Bakers, pastry-cooks and confectionery makers make various kinds of bread, cakes, and other flour products, as well as handmade chocolate and sugar confectionery."
681201,"Prepares and bakes bread loaves and rolls, including specialty breads."
681202,"Prepares and bakes buns, cakes, biscuits and pastry goods."
681203,"Operates machines and performs routine tasks to make and wrap confectionary."
6813,"Dairy products makers process butter and various types of cheese, cream or other dairy products."
681301,"Produces and processes milk to make milk products."
6814,"Fruit, vegetable and related preservers process or preserve fruit, nuts and related foods in various ways including cooking, drying, salting, or juice or oil extraction."
681401,"Preserves fruit and vegetables."
681402,"Expels and mixes oil from different cultivars."
681403,"Selects and mixes fruit and vegetables and cooks jam."
6815,"Food and beverage tasters and graders inspect, taste and grade various types of agricultural products, food and beverages."
681501,"Evaluates and grades body, texture, flavour, and colour of natural cheese."
681502,"Tastes samples of food or beverages to determine palatability of product or to prepare blending formulas."
681503,"Inspects, tests, sorts, samples, or weighs raw or processed tea."
681504,"Conducts sensory examination and evaluation of wine to describe the range of perceived flavours, aromas and general characteristics of a wine."
681505,"Grades, sorts, or classifies unprocessed fruit and vegetables by size, weight, colour, or condition."
681506,"Analyse livestock produce for quality and conformance with technical produce standards and regulatory provisions."
6816,"Tobacco preparers and tobacco products makers prepare tobacco leaves and make various tobacco products."
681601,"Prepares and mixes tobacco leaves and make cigars by hand or simple machines."
681602,"Observes temperature, humidity, pressure gauges, and product samples, and adjusts controls, such as thermostats and valves, in order to maintain prescribed storage conditions."
681603,"Sets operates and attends machinery used to blend and otherwise process tobacco."
682,"Wood treaters, cabinet makers and related trades workers preserve and treat wood; produce waferboards, particleboards, hardboards, insulation boards, plywood, veneers and similar wood products; and make, decorate and repair wooden furniture, vehicles and other wooden products, They use specialised hand tools and set-up, operate and tend wood processing and woodworking equipment, machines and machine tools."
6821,"Wood treaters operate and tend wood treatment processing equipment and machines to remove bark from logs, produce wood chips, season, preserve and treat wood, and produce waferboards, particleboards, hardboards, insulation boards, plywood, veneers and similar wood products."
682101,"Operates and tends wood treatment processing equipment and machines to remove bark from logs, produce wood chips, season, preserve and treat wood."
682102,"Controlling lathes and slicing machines to produce veneers, and laminating veneer using glue."
6822,"Cabinet makers and related workers make, decorate and repair wooden furniture, carts and other vehicles, wheels, parts, fittings, patterns, models and other wooden products using woodworking machines, machine tools and specialised hand tools."
682201,"Fabricates or repairs wooden furniture, and fits and assembles prepared parts to make or repair furniture."
682203,"Constructs full-sized and scale wooden precision models of products."
6823,"Woodworking machine tool setters and operators set-up or operate and monitor automatic or semi-automatic woodworking machines, such as precision sawing, shaping, planning, boring, turning and woodcarving machines to fabricate or repair wooden parts for furniture, fixtures and other wooden products."
682301,"Applies finishes such as stain, lacquer, paint, oil and varnish to furniture, and polishes and waxes finished furniture surfaces."
682302,"Cuts out and assembles mouldings to make picture frames, and frames paintings, photographs, needlework and other artwork."
682303,"Cuts, planes, turns, shapes and sands wood stock to specifications."
682304,"Operates wood turning lathes to turn and shape wood stock."
682305,"Replaces staves, heads, and hoops."
683,"Garment and related trades workers fit, alter and repair tailored clothing; design, and make textile and fur garments, leather or fur products; repair, renovate and decorate garments, gloves and other products of textile; create patterns for garments; install, repair and replace upholstery of furniture, fixtures, orthopaedic appliances and furnishings of automobiles; trim, scrape, tan, buff and dye animal hides, pelts or skins; modify and repair footwear and leather articles."
6831,"Tailors, dressmakers, furriers and hatters fabricate, fit, alter and repair tailored or hand-made clothing; they produce made-to-measure clothing such as suits, overcoats, and dresses from textile fabrics, light leather, fur and other material, or make hats or wigs according to customer’s and clothing manufacturer’s specifications."
683101,"Makes, alters and repairs women's and men's tailored garments, formal wear, couturier clothing, and special occasion wear, such as suits, dresses, coats, evening wear and bridal wear."
683102,"Designs, makes, alters, restyles, and repairs fur garments."
683103,"Makes, alters and repairs hats."
683104,"Lays out, sews, and fastens together materials and hair strands to make wigs and transformations."
6832,"Garment and  related patternmakers and cutters create precision master patterns for production of garments, other textile, and leather or fur products, They mark, cut, shape and trim textile, light leather and other materials according to blueprints or specifications in the manufacture of garments, hats and caps, gloves and miscellaneous products."
683201,"Lays out, marks and cuts various types of material to form components for Clothing, Home textiles and General Goods products."
683202,"Produces sets of master patterns following sketches, sample articles and design specifications, and cuts out patterns for garments, footwear and general goods."
6833,"Sewing, embroidery and related workers sew together, repair, renovate and decorate garments, gloves and other products of textile, fur, light leather and other materials and fabricate tents sails, awnings and tarpaulins, They work mainly by hand using a needle and thread but may perform some tasks using a sewing machine."
683301,"Fabricates and repairs canvas and related products such as awnings, tents, tarpaulins, horse rugs and caravan annexes."
683302,"Fabricates and repairs sails and other articles from sail-cloth."
683303,"Repairs tears, holes, and other defects in fabrics and embroiders designs over stamped or stencilled designs on fabric material."
6834,"Upholsterers and related workers install, repair and replace upholstery of furniture, fixtures, orthopaedic appliances; seats, panels, convertible and vinyl tops and other furnishings of automobiles, railway coaches, aircraft, ships and similar items with fabric, leather, rexine or other upholstery material, They also make and repair cushions, quilts and mattresses."
683401,"Makes, rebuilds and repairs upholstered furniture such as chairs, sofas and car seats."
683402,"Makes, rebuilds and repairs beds, bases and mattresses."
6835,"Pelt dressers, tanners and fellmongers trim, scrape, clean, tan, buff and dye animal hides, pelts or skins to produce leather stock and finished furs for making garments and other products."
683501,"Removes hair or wool from hides in preparation for leather making."
683502,"Converts or cures animal hides into leather."
683503,"Inspects and grades hides, pelts and leather, or garments and other manufactured fabric, fur and leather products."
6836,"Shoemakers and related workers make, modify and repair standard, custom or orthopaedic footwear and natural or synthetic leather articles, such as luggage, handbags and belts, (except for leather garments, hats and gloves), or participate in the manufacture of shoes and related goods, They decorate, reinforce or finish shoes, luggage, handbags and belts."
683601,"Makes and repairs footwear."
684,"Handicraft workers combine artistic and manual skills to design, make, repair, adjust, maintain and decorate precision instruments, musical instruments, jewellery and other precious-metals, pottery and porcelain ware, They apply traditional and/or recently developed techniques to carve, mould, assemble, weave and decorate various glass, ceramics, textile, straw, stone, wood and leather articles."
6841,"Underwater divers work under the surface of water, using underwater breathing apparatus to inspect, install, repair, and remove equipment and structures, conduct tests or experiments, rig explosives, photograph structures or marine life or find and recover missing items and persons."
684101,"Swims underwater to undertake tasks such as seafood gathering, research, salvage and construction."
6842,"Shotfirers and blasters, position, assemble, and detonate explosives at mining, quarrying and demolition sites."
684201,"Assembles, positions and detonates explosives for mining operations."
684202,"Assembles,positions and detonates explosives for construction and demolition operations"
6843,"Product graders and testers (except foods and beverages) inspect , test, sort, sample, and weigh raw materials, manufactured components and non-comestible goods produced or sold, to ensure compliance with quality standards and to identify defects, wear, and deviations from specifications, and to grade and classify them according to their quality."
684301,"Analyse crop produce for quality and conformance with technical produce standards and regulatory provision."
684302,"Grades cured tobacco leaves by type, quality and locality where grown."
684303,"Classifies cotton according to grade, staple length, and character."
684304,"Classifies wool to industry standards or market requirements."
684305,"Conducts in-line and/or end-line quality inspections and/or analyses final manufactured product to ensure conformance to customer specification, Identify and investigate causes of non-conformance, Recommend corrective action to address non-conformance"
6844,"Fumigators and other pest and weed controllers use chemicals to remove harmful insects, small animals, wild plants and other unwanted organisms to prevent damage to crops and to buildings and other structures and their surroundings and to prevent health risks."
684401,"Applies pest or weed management techniques to kill and control pests or weeds in domestic, commercial and industrial areas, roadsides, private and public lands."
6849,"This group covers craft and trade occupations not classified elsewhere in sub major groups 64- 68, For instance, the group includes those who mould, slice, grind and polish optical lenses."
684901,"Sets up, adjusts, maintains and repairs industrial or domestic sewing machines, or machines used in the production of clothes, footwear and leather."
684902,"Inspects, trims and shapes horses’ hooves, and forms, fits and nails horseshoes."
684904,"Repairs damage to metal, fibreglass and plastic body work on vehicles and forms replacement vehicle panels."
684905,"Manufactures and repairs prototype production units and purpose-built vehicle bodies such as buses, trucks, fire engines and caravans."
684906,"Installs, repairs and replaces the interior trim of vehicles, such as seats, linings, floor coverings and door trims."
684907,"Builds, repairs and modifies boats."
684908,"Constructs, fits out and repairs ships."
684909,"Maintains safety and survival equipment."
684910,"Inspects, maintains, tests and repairs or reworks and disposes of ammunition."
684911,"Prepares and sells floral arrangements and flowers."
684912,"Assists photographers in taking and developing photographs."
684913,"Prepares, operates, tests, repairs and maintains melting equipment and system components (including  refractory material installations, water cooling and charge material control and handling systems) to produce metal castings in foundries"
684914,"Sets up, adjusts, maintains and repairs industrial machines used in the production of yarn, knitted, woven and non-woven textiles."
7,"Plant and machine operators and assemblers operate and monitor industrial and agricultural machinery and equipment on the spot or by remote control, drive and operate trains, motor vehicles and mobile machinery and equipment, or assemble products from component parts according to strict specifications and procedures, The work mainly calls for experience with and an understanding of industrial and agricultural machinery and equipment as well as an ability to cope with machine-paced operations and to adapt to technological innovations."
71,"Stationary plant and machine operators operate and monitor, on the spot or by remote control, industrial plant and machinery and equipment that are stationary, or for which mobility is not an integral part of operation, The work mainly calls for experience with and an understanding of the industrial plant, machinery or equipment being operated and monitored, Ability to cope with machine-paced operations and to adapt to innovations in machinery and equipment is often required."
711,"Mining and mineral processing plant operators operate and monitor plant and machinery which extract rock and minerals from the earth, process minerals and stone, drill wells and bores, and manufacture and finish cement and stone products."
7111,"Miners and quarriers operate plant, machinery and hand tools to extract rock, minerals and non-metallic deposits from underground and surface mines and quarries."
711101,"Operates equipment to break, excavate, load and transport minerals in an underground or open-cut mine."
711102,"Performs shotcreting operations to provide support for unsafe or unstable excavations on surface or underground."
7112,"Mineral and stone processing plant operators operate and monitor machinery and equipment for processing rocks, minerals and stone to recover refined products for immediate use or further processing."
711201,"Mineral and stone processing plant operators operate and monitor machinery and equipment for processing rocks, minerals and stone to recover refined products for immediate use or further processing."
711202,"Operates machines to plate or electroplate metals or coat materials."
711203,"Operates machines to cut and polish diamonds."
711204,"Cuts, shapes and polishes gems."
711205,"Operates industrial machines to cut, polish and finish ornamental gemstones."
7113,"Well drillers and borers and related workers position, assemble and operate drilling machinery and related equipment to sink wells, extract ore, liquids and gases or for a variety of other purposes."
711301,"Positions, assembles and operates drilling machinery and related equipment to sink wells, extract ore, liquids and gases or for a variety of other purposes."
711302,"Drives and operates rock drilling machine or handheld rockdrill to drill explosive-charge holes through hard materials to facilitate blasting operations."
7114,"Cement, stone and other mineral products machine operators operate and monitor machines for manufacturing and finishing precast concrete, bitumen, and stone products, and making cast stone for building purposes."
711401,"Operates machines to manufacture moulded concrete products such as cement pipes and fittings, concrete railway sleepers, concrete bricks, tiles and paving blocks, structural beams, building panels and cast products."
711402,"Prepares, sets up and runs and monitors glass, clay and stone manufacturing machinery and equipment."
711403,"Operates machines to manufacture plaster."
711404,"Operates plant to produce cement, lime and clinker."
711405,"Operates mixing plant to produce batches of concrete from cement, sand, aggregate, water and other ingredients."
711406,"Operates machines to polish diamonds."
712,"Metal processing and finishing plant operators, operate and monitor single function process control machinery and equipment to control the conversion, processing and finishing of mineral ores and metals."
7121,"Metal processing plant operators, operate, monitor, adjust and maintain, single process machinery and equipment to process and convert mineral ores and refine, harden, roll and extrude metals."
712101,"Operates, monitors, adjusts and maintains, single process machinery and equipment to process and convert mineral ores and refine, harden, roll and extrude metals."
712102,"Prepares, sets up and runs and monitors metal manufacturing machinery and equipment to produce metals."
712103,"Operates machines to manufacture moulded abrasive wheels."
712104,"Operates machines to manufacture moulded brake linings."
7122,"Metal finishing-, plating- and coating-machine operators operate and monitor equipment which finishes, plates and coats metal articles or parts, in order to give them improved resistance to corrosion and abrasion, for decorative purposes, or to impart electrical or magnetic properties."
712201,"Controls plating processes and maintains solutions used to coat metal articles and other parts with non-ferrous metals."
713,"Chemical and photographic products plant and machine operators operate and monitor machines which process a variety of chemicals and other ingredients to produce pharmaceuticals, toiletries, explosives and photographic or other chemical products."
7131,"Chemical products plant and machine operators monitor and operate units and machinery to blend, mix, process and package a wide range of chemical products."
713101,"Monitors and operates machines to blend, mix, process and package a wide range of chemical products such as soaps, detergents, pharmaceuticals, toiletries and explosives."
7132,"Photographic-products machine operators operate and monitor equipment which makes photographic film and paper, and which processes exposed photographic film and makes prints."
713201,"Edits and adjusts digital images, develops photographic film, and prints photographic images from digital media, negatives and positives using computer software, fully automatic equipment and by separate processes."
714,"Rubber, plastic and paper products machine operators operate and monitor machines which knead and blend rubber and rubber compounds, and produce various components and products from natural and synthetic rubber and plastics or produce different paper products from paper, paperboard, cardboard and similar materials."
7141,"Rubber-products machine operators operate and monitor machines which knead and blend rubber and rubber compounds, and produce various components and products from natural and synthetic rubber, such as moulded footwear, domestic articles, insulating materials, industrial accessories, or tyres."
714101,"Operates machines to manufacture rubber products such as tyres."
714102,"Prepares, sets up and runs and monitors rubber manufacturing machinery and equipment to produce rubber products."
7142,"Plastic products machine operators operate and monitor machines which knead and blend compounds to obtain plastic materials and which make various plastic components and articles."
714201,"Operates extruding machines to encase wire, cord, cable and optic fibre in rubber and plastic."
714202,"Operates mixing and grinding machines to prepare plastic powders, liquid blends and recycle waste plastic materials from factory operations."
714203,"Operates machines to measure, cut, shape, fit and assemble plastics materials to produce plastic products."
714204,"Operates extruding, injection moulding and blow moulding machines to produce finished plastic products."
714205,"Operates machines to apply gel coat, colouring and fibre reinforced plastic to moulds to produce fibreglass and laminated products."
714206,"Operates rotational moulding machines to produce plastic products."
714207,"Operates thermoforming machines to produce thermo plastic products."
714208,"Prepares, sets up and runs and monitors plastics manufacturing machinery and equipment to produce plastics products through moulding or extrusion processes."
714209,"Builds products using composites and reinforced plastics."
7143,"Paper products machine operators operate and monitor machines which produce boxes, envelopes, bags and other goods from paper, paperboard, cardboard and similar materials."
714301,"Operates machines to manufacture paper packaging and other products from paper and fibreboard stock."
715,"Textile, fur and leather products machine operators operate and monitor various types of machines which prepare, process and treat fibres, yarn, thread, leather, fur; produce, modify and repair footwear, garments and manufacture or dry clean textiles or fur and light leather articles."
7151,"Textile, fur and leather products machine operators operate and monitor machines which prepare fibres, and spin, double, twist and wind yarn and thread from natural textile fibres, They twist two or more strands of yarn to prepare single stronger, smoother, uniform and heavier strands and treat textiles to make them stiff and water resistant."
715101,"Sets up, loads, operates and monitors machinery and equipment to prepare fibres for the yarn manufacturing process."
715102,"Sets up, loads, operates and monitors machinery and equipment to produce yarn"
715103,"Sets up, loads, operates, monitors extrusion machinery and equipment to produce man-made (synthetic and regenerated) filament from a variety of polymers."
7152,"Weaving and knitting machine operators set up, operate and monitor weaving and knitting machines which process yarn or thread into woven, non-woven and knitted products such as cloth, lace, carpets, rope, industrial fabric, hosiery and knitted garments or to quilt and embroider fabric."
715201,"Sets up,loads,operates and monitor sbraiding machinery and equipment to produce braided products"
715202,"Sets up, operates and monitors warping machinery and equipment to wind yarn on to beams, suitable for subsequent processes, such as weaving and knitting."
715203,"Sets up,loads,operates and monitors weaving machinery and equipment to produce woven products"
715204,"Sets up, loads, operates and monitors knitting machinery and equipment to produce knitted products."
715205,"Sets up, loads, operates and monitors machinery and equipment to produce non-woven products."
715206,"Sets up,loads,operates and monitors Textile Finishing machinery and equipment to produce dry finished textile products"
7153,"Sewing machine operators operate and monitor sewing machines to make, repair, darn and renovate textile, fur, synthetic or leather garments or embroider ornamental designs on garments or other materials, They operate button hole making and eyelet holing machines to cut holes, stitch around holes, stitch buttons and fix eyelets to garments."
715301,"Operates sewing machinery and equipment to join component parts to produce products or to create decorative sewing lines on products."
715302,"Operates industrial machinery and equipment and performs preparatory tasks to cut, sew, press and finish textile and leather products"
7154,"Bleaching, dyeing and fabric cleaning machine operators operate and monitor machines that bleach, shrink, dye, and otherwise treat fibres, yarn or cloth."
715401,"Sets up, loads, operates and monitors wet process production machines to bleach, dye, print and finish fibre, yarn, knitted, woven and non-woven products."
7155,"Fur and leather preparing machine operators operate and monitor various machines that prepare leather or treat fur- or wool-bearing pelts, They trim, scrape, clean, tan, buff and dye animal hides, pelts or skins to produce leather stock and finished furs."
715501,"Operates machines and equipment to convert raw hides and skins into finished leather for use in clothing, footwear, upholstery and leather goods."
7156,"Shoemaking and related machine operators operate and monitor machines which produce and repair standard or special footwear, handbags and other accessories."
715601,"Prepares, sets up and operates  footwear clicking or cutting machinery and equipment."
715602,"Prepares, sets up and operates footwear sewing or closing machines."
715603,"Prepares, sets up and operates footwear bottom stock machinery and equipment."
715604,"Prepares, sets up and operates footwear lasting machinery and equipment."
715605,"Prepares, sets up and operates footwear finishing machinery and equipment."
7157,"Laundry machine operators operate laundry, dry cleaning, pressing and fabric treatment machines in laundries and dry-cleaning establishments."
715701,"Laundry and Dry Cleaning Machine Operators operate laundry, dry cleaning, pressing and fabric treatment machines in laundries and dry cleaning establishments."
7159,"This unit group covers textile, fur and leather products machine operators not classified elsewhere in minor group 715, For instance, the group includes those engaged in operating and monitoring machines which make hats, tents, mattresses or miscellaneous articles such as braids or other trimmings."
715901,"Prepares, sets up and runs and monitors textile and footwear manufacturing machinery and equipment."
716,"Food and related machine operators set, operate and attend machinery used to slaughter animals, trim meat from carcasses; bake, freeze, heat, crush, mix, blend and otherwise process foodstuffs, beverages and tobacco leaves."
7161,"Food and related machine operators set, operate and attend machinery used to slaughter animals, trim meat from carcasses; bake, freeze, heat, crush, mix, blend and otherwise process foodstuffs, beverages and tobacco leaves."
716101,"Operates machines and performs routine tasks to prepare canned and frozen food and vegetables, and make and package sauces, jams and juices."
716102,"Distils beverages containing alcohol from fruit, vegetables and grain."
716103,"Operates machines and performs routine tasks to extract and process juice from fresh agricultural produce and produce, store and package concentrated and formulated juice products."
716104,"Operates machines and performs routine tasks to make and package milk, milk powder, yoghurt, butter, cheese and other dairy products."
716105,"Sets operates and attends machinery used to mix, blend and otherwise process bread and confectionary."
716106,"Operates machines and performs routine tasks to extract juice from sugar cane to make granular sugar and molasses."
716107,"Operates machines and performs routine tasks to dry, mill, blend, roast and package coffee, chicory and tea."
716108,"Operates machines and performs routine tasks to process and package seed."
716109,"Operates machines and performs routine tasks to mix, mill and treat grains and by-products to make flour, meal and stock feed."
716110,"Operates machines and performs routine tasks to process and package tobacco products."
716111,"Sets, operates and attends machinery used to slaughter animals, trim meat from carcasses and otherwise process of meat."
716112,"Sets, operates and attends machinery used to process fish."
716113,"Receives, ships, and handles grain and perform preventive maintenance and cleaning as needed."
716114,"Operate machines and performs routine tasks to make sparkling soft drinks
716115,"Operate machines and performs routine tasks to make wine
716116,"Operate machines and performs routine tasks to make cereals, snacks, pasta and condiments"
716117,"Operate machines and performs routine tasks to make beer
716118,"Operate Equipment and Perform tasks to Process Food and Related Products by adjusting, maintaining and overseeing the equipment set up and operating parameters to ensure that quality standards and specifications are met."
717,"Wood processing and papermaking plant operators monitor, operate, and control automated lumber mill equipment sawing wood, cutting veneer and making plywood, and otherwise preparing wood for further use, Pulp mill machine operators operate and monitor various types of processing machinery and equipment to produce pulp."
7171,"Pulp and papermaking plant operators operate and monitor multi-function process control machinery and processing equipment to control the processing of wood, scrap pulp and other cellulose materials in the production of pulp."
717101,"Prepares, sets up and runs and monitors wood and paper manufacturing machinery and equipment."
717102,"Operates plant to produce pulp and/or paper from fibre
7172,"Wood processing plant operators monitor, operate, and control automated lumber mill equipment for sawing."
717201,"Operates sawing, rolling, pressing and other machines to manufacture logs, timber poles and pieces, plywood, particleboard, solid laminate and similar products."
718,"This unit group includes stationary plant and machine operators not classified elsewhere, The group includes, for instance, operators of machines which make silicon chips and splice cables and ropes."
7181,"Glass and ceramics plant operators operate and monitor kilns, furnaces and other machinery and equipment used in the manufacture of glass, ceramics, porcelain, tiles or bricks, They operate machines to anneal, harden or decorate glass and ceramics."
718101,"Operates machines to manufacture clay products such as bricks, tiles, insulators, porcelain and pottery by shaping and firing the clay."
718102,"Operates machines to manufacture molten glass and shape glassware products such as containers, sheet glass, structural and stained glass, glass lenses and prisms."
7182,"Steam engine and boiler operators maintain and operate various types of steam engines, boilers, turbines and auxiliary equipment to provide power and other utility services for commercial, industrial and institutional buildings, at work sites and aboard ships or self-propelled vessels."
718201,"Operates and maintains stationary engines, boilers, refrigeration and air-conditioning systems, and associated mechanical plant."
7183,"Packing, bottling and labelling machine operators operate and monitor machines which weigh, pack and label various products, or fill different containers with products."
718301,"Operates and monitors machines which label various products."
718302,"Operates and monitors machines which weigh and pack and wrap various products."
718303,"Fills and seals containers with products such as food, beverages, paints, oils and lotions, and packages the filled containers."
718304,"Prepares, sets up and runs and monitors packaging manufacturing machinery and equipment."
7189,"This Unit Group Includes Stationary Plant and Machine Operators Not Classified Elsewhere In Minor Group 718."
718901,"Operates machines which make silicon chips."
718902,"Operates machines which splice cables and ropes."
718903,"Prepares, sets up and runs and monitors cable manufacturing machinery and equipment to produce cables."
718904,"Prepares, sets up and runs and monitors a range of machines and equipment in an integrated manufacturing line."
718905,"Performs a range of production process tasks to refine and treat metals and mineral ore, fire ceramics, and operate plant to produce and finish metal products such as rods, tubing and structural shapes, and moulds for casting."
718906,"Operates plant to load, unload, move, store and stack bulk materials."
718907,"Operates weighing plant and issues measurement tickets which provide readings of vehicle and livestock weight."
718908,"Operates machinery to press and flatten cars."
718909,"Tends to and cares for a lighthouse."
718910,"Operates equipment to close off a section of a waterway."
718911,"Operates machinery to make snow."
718912,"Operates equipment used to wash oversized loads."
718913,"Operates film projection and related sound reproduction equipment."
718914,"Operates sandblasting machines to clean and grind metal products and other hard surfaces."
718915,"Sets up, operates, or maintains machines to assemble venetian blinds."
72,"Assemblers assemble prefabricated parts or components to form subassemblies, products and equipment, according to strictly laid down procedures, The products worked on may be moved from one worker to the next along assembly lines."
721,"Assemblers assemble prefabricated parts or components to form subassemblies, products and equipment, according to strictly laid down procedures, The products worked on may be moved from one worker to the next along assembly lines."
7211,"Mechanical machinery assemblers assemble, according to strictly laid down procedures, component parts of mechanical machinery such as engines, motor vehicles, turbines and aircraft."
721101,"Assembles machinery and parts thereof."
7212,"Electrical and electronic equipment assemblers assemble or modify, according to strictly laid down procedures, components of electrical, electromechanical and electronic equipment."
721201,"Assembles or modifies according to strictly laid down procedures, components of electrical, electromechanical and electronic equipment."
7219,"Assemblers not Elsewhere classified assemble, according to strictly laid down procedures various products that do not include electronic, electrical, or mechanical components."
721901,"Assembles, according to strictly laid down procedures various products that do not include electronic, electrical, or mechanical components."
73,"Drivers and mobile plant operators drive and tend trains and motor vehicles, or drive, operate and monitor industrial and agricultural machinery and equipment, or execute deck duties on board ship and other water-borne craft."
731,"Locomotive engine drivers and related workers drive, or assist in driving, locomotive engines to transport passengers and freight, take charge of and safeguard railway freight trains during runs, control the movement of railway traffic by operating signals, switch rolling stock and make up trains in railway yards, make up trains for hauling in mines and control their movement."
7311,"Locomotive engine drivers drive, or assist in driving, locomotive engines to transport passengers and freight."
731101,"Drives a train to transport passengers and freight on railways."
731102,"Drives a tram to transport passengers on urban light rail networks."
7312,"Railway brakers, signallers and shunters take charge of and safeguard railway freight trains during runs, control the movement of railway traffic by operating signals, switch rolling stock and make up trains in railway yards, make up trains for hauling in mines and control their movement."
731201,"Controls the movement of trains, and assembles and disassembles trains within a marshalling yard."
731202,"Oversees the safe movement of trains using a computerised train control signalling system."
732,"Car, van and motorcycle drivers drive and tend motor cycles, motorized tricycles, cars or vans to transport passengers, materials or goods."
7321,"Motorcycle drivers drive and tend motor cycles or motorised tricycles equipped to transport materials, goods or passengers."
732101,"Drives a van or car to deliver goods."
732102,"Drives a motorcycle or scooter to deliver goods."
7322,"Car, taxi and van drivers drive and tend motor cars and vans to transport passengers, mail or goods."
732201,"Drives a limousine, van or private car to transport passengers to destinations on a fee-for-service basis, usually on a long-term hiring arrangement."
732202,"Drives a taxi to transport passengers to destinations on a fee-for-service basis, usually on a short-term, metered fare hiring arrangement."
732203,"Drives emergency vehicles."
732204,"Drives in front or at the back of a truck transporting an oversized load to warn other road users."
733,"Heavy truck and bus drivers drive and tend heavy trucks, lorries, buses or street tramcars to transport goods, liquids, heavy materials, mail or passengers."
7331,"Bus and tram drivers drive and tend buses or street tramcars to transport passengers, mail or goods."
733101,"Drives a bus to transport passengers short distances on scheduled intercity services over established routes."
733102,"Drives a coach to transport passengers long distances on scheduled intercity services over established routes."
733103,"Drives a coach to transport passengers long distances on scheduled intercity services over established routes."
